student,id,color,defect,total.number,weight
shoem2tc,32,Y,N,55,51
shoem2tc,33,BR,N,55,51
shoem2tc,34,BL,N,55,51
shoem2tc,35,R,L,55,51
shoem2tc,36,BL,N,55,51
shoem2tc,37,O,N,55,51
shoem2tc,38,G,N,55,51
shoem2tc,39,R,N,55,51
shoem2tc,40,BR,N,55,51
shoem2tc,41,BL,N,55,51
shoem2tc,42,BL,L,55,51
shoem2tc,43,O,N,55,51
shoem2tc,44,R,L,55,51
shoem2tc,45,BL,L,55,51
shoem2tc,46,G,N,55,51
shoem2tc,47,BL,N,55,51
shoem2tc,48,BL,N,55,51
shoem2tc,49,Y,L,55,51
shoem2tc,50,R,M,55,51
shoem2tc,51,O,N,55,51
shoem2tc,52,O,N,55,51
shoem2tc,53,Y,L,55,51
shoem2tc,54,R,N,55,51
shoem2tc,55,O,N,55,51
lovingdg,1,G,N,53,48
lovingdg,2,R,N,53,48
lovingdg,3,BL,L,53,48
lovingdg,4,BR,N,53,48
lovingdg,5,R,L,53,48
lovingdg,6,R,C,53,48
lovingdg,7,O,N,53,48
lovingdg,8,G,N,53,48
lovingdg,9,BR,N,53,48
lovingdg,10,R,L,53,48
lovingdg,11,Y,N,53,48
lovingdg,12,O,L,53,48
lovingdg,13,R,N,53,48
lovingdg,14,G,N,53,48
lovingdg,15,R,N,53,48
lovingdg,16,BR,N,53,48
lovingdg,17,R,M,53,48
lovingdg,18,O,N,53,48
lovingdg,19,Y,L,53,48
lovingdg,20,Y,N,53,48
lovingdg,21,Y,N,53,48
lovingdg,22,BL,N,53,48
lovingdg,23,R,L,53,48
lovingdg,24,R,N,53,48
lovingdg,25,Y,N,53,48
lovingdg,26,BL,N,53,48
lovingdg,27,O,L,53,48
lovingdg,28,O,N,53,48
lovingdg,29,R,L,53,48
lovingdg,30,BR,L,53,48
lovingdg,31,O,N,53,48
lovingdg,32,BL,N,53,48
lovingdg,33,O,L,53,48
lovingdg,34,BL,N,53,48
lovingdg,35,G,N,53,48
lovingdg,36,O,L,53,48
lovingdg,37,O,L,53,48
lovingdg,38,Y,N,53,48
lovingdg,39,BR,L,53,48
lovingdg,40,BR,N,53,48
lovingdg,41,BR,N,53,48
lovingdg,42,O,L,53,48
lovingdg,43,Y,M,53,48
lovingdg,44,O,N,53,48
lovingdg,45,BL,N,53,48
lovingdg,46,R,L,53,48
lovingdg,47,G,N,53,48
lovingdg,48,G,N,53,48
lovingdg,49,BR,N,53,48
lovingdg,50,G,N,53,48
lovingdg,51,G,N,53,48
lovingdg,52,Y,N,53,48
lovingdg,53,BL,L,53,48
webbat,1,BL,N,52,49
webbat,2,BL,N,52,49
webbat,3,BL,N,52,49
webbat,4,BL,N,52,49
webbat,5,BL,N,52,49
webbat,6,BL,N,52,49
webbat,7,BL,N,52,49
webbat,8,BL,N,52,49
webbat,9,BL,N,52,49
webbat,10,BL,N,52,49
webbat,11,G,N,52,49
webbat,12,G,N,52,49
webbat,13,G,N,52,49
webbat,14,G,N,52,49
webbat,15,G,N,52,49
webbat,16,G,N,52,49
webbat,17,G,N,52,49
webbat,18,O,N,52,49
webbat,19,O,N,52,49
webbat,20,O,N,52,49
webbat,21,O,N,52,49
webbat,22,O,N,52,49
webbat,23,O,N,52,49
webbat,24,O,N,52,49
webbat,25,BR,N,52,49
webbat,26,BR,N,52,49
webbat,27,BR,N,52,49
webbat,28,Y,N,52,49
webbat,29,Y,N,52,49
webbat,30,R,N,52,49
webbat,31,R,N,52,49
webbat,32,R,N,52,49
webbat,33,R,N,52,49
webbat,34,R,N,52,49
webbat,35,BL,L,52,49
webbat,36,BL,L,52,49
webbat,37,BL,L,52,49
webbat,38,O,L,52,49
webbat,39,O,L,52,49
webbat,40,O,L,52,49
webbat,41,Y,L,52,49
webbat,42,Y,L,52,49
webbat,43,R,L,52,49
webbat,44,R,L,52,49
webbat,45,R,L,52,49
webbat,46,G,L,52,49
webbat,47,G,L,52,49
webbat,48,G,L,52,49
webbat,49,G,L,52,49
webbat,50,BR,L,52,49
webbat,51,BL,C,52,49
webbat,52,Y,M,52,49
ander2cf,1,G,L,56,50
ander2cf,2,O,N,56,50
ander2cf,3,O,N,56,50
ander2cf,4,BL,N,56,50
ander2cf,5,BL,N,56,50
ander2cf,6,Y,L,56,50
ander2cf,7,O,L,56,50
ander2cf,8,R,L,56,50
ander2cf,9,O,L,56,50
ander2cf,10,R,N,56,50
ander2cf,11,G,N,56,50
ander2cf,12,BL,N,56,50
ander2cf,13,BL,L,56,50
ander2cf,14,G,N,56,50
ander2cf,15,O,L,56,50
ander2cf,16,BL,L,56,50
ander2cf,17,BL,L,56,50
ander2cf,18,O,L,56,50
ander2cf,19,BL,N,56,50
ander2cf,20,Y,L,56,50
ander2cf,21,Y,L,56,50
ander2cf,22,BR,L,56,50
ander2cf,23,G,N,56,50
ander2cf,24,O,N,56,50
ander2cf,25,BL,N,56,50
ander2cf,26,Y,L,56,50
ander2cf,27,G,L,56,50
ander2cf,28,G,N,56,50
ander2cf,29,BL,L,56,50
ander2cf,30,Y,L,56,50
ander2cf,31,BL,M,56,50
ander2cf,32,R,L,56,50
ander2cf,33,BR,N,56,50
ander2cf,34,BL,N,56,50
ander2cf,35,O,L,56,50
ander2cf,36,G,N,56,50
ander2cf,37,BL,N,56,50
ander2cf,38,BL,N,56,50
ander2cf,39,R,N,56,50
ander2cf,40,O,L,56,50
ander2cf,41,Y,N,56,50
ander2cf,42,BL,L,56,50
ander2cf,43,G,N,56,50
ander2cf,44,O,C,56,50
ander2cf,45,R,M,56,50
ander2cf,46,BL,N,56,50
ander2cf,47,BL,N,56,50
ander2cf,48,G,L,56,50
ander2cf,49,BL,N,56,50
ander2cf,50,O,L,56,50
ander2cf,51,BL,N,56,50
ander2cf,52,G,L,56,50
ander2cf,53,R,N,56,50
ander2cf,54,R,N,56,50
ander2cf,55,O,N,56,50
ander2cf,56,R,N,56,50
quinonrm,1,O,N,57,50
quinonrm,2,O,N,57,50
quinonrm,3,O,N,57,50
quinonrm,4,O,N,57,50
quinonrm,5,O,N,57,50
quinonrm,6,O,N,57,50
quinonrm,7,O,N,57,50
quinonrm,8,O,L,57,50
quinonrm,9,O,L,57,50
quinonrm,10,O,L,57,50
quinonrm,11,O,L,57,50
quinonrm,12,O,L,57,50
quinonrm,13,O,L,57,50
quinonrm,14,O,L,57,50
quinonrm,15,O,L,57,50
quinonrm,16,R,N,57,50
quinonrm,17,R,N,57,50
quinonrm,18,R,N,57,50
quinonrm,19,R,N,57,50
quinonrm,20,R,N,57,50
quinonrm,21,R,N,57,50
quinonrm,22,R,L,57,50
quinonrm,23,BR,N,57,50
quinonrm,24,BR,N,57,50
quinonrm,25,BR,N,57,50
quinonrm,26,BR,N,57,50
quinonrm,27,BR,L,57,50
quinonrm,28,BR,L,57,50
quinonrm,29,Y,N,57,50
quinonrm,30,Y,N,57,50
quinonrm,31,Y,N,57,50
quinonrm,32,Y,N,57,50
quinonrm,33,Y,N,57,50
quinonrm,34,Y,N,57,50
quinonrm,35,Y,L,57,50
quinonrm,36,G,N,57,50
quinonrm,37,G,N,57,50
quinonrm,38,G,N,57,50
quinonrm,39,G,N,57,50
quinonrm,40,G,N,57,50
quinonrm,41,G,N,57,50
quinonrm,42,G,N,57,50
quinonrm,43,G,N,57,50
quinonrm,44,G,L,57,50
quinonrm,45,BL,N,57,50
quinonrm,46,BL,N,57,50
quinonrm,47,BL,N,57,50
quinonrm,48,BL,N,57,50
quinonrm,49,BL,N,57,50
quinonrm,50,BL,N,57,50
quinonrm,51,BL,L,57,50
quinonrm,52,BL,L,57,50
quinonrm,53,BL,L,57,50
quinonrm,54,BL,L,57,50
quinonrm,55,BL,L,57,50
quinonrm,56,BL,L,57,50
quinonrm,57,BL,L,57,50
Kellyfe,1,Y,N,54,50
Kellyfe,2,Y,N,54,50
Kellyfe,3,BL,N,54,50
Kellyfe,4,G,L,54,50
Kellyfe,5,R,L,54,50
Kellyfe,6,G,N,54,50
Kellyfe,7,BL,N,54,50
Kellyfe,8,BL,L,54,50
Kellyfe,9,O,N,54,50
Kellyfe,10,O,L,54,50
Kellyfe,11,BL,N,54,50
Kellyfe,12,R,N,54,50
Kellyfe,13,BL,C,54,50
Kellyfe,14,R,N,54,50
Kellyfe,15,O,N,54,50
Kellyfe,16,O,N,54,50
Kellyfe,17,Y,N,54,50
Kellyfe,18,BL,N,54,50
Kellyfe,19,O,N,54,50
Kellyfe,20,BL,N,54,50
Kellyfe,21,BL,N,54,50
Kellyfe,22,BL,L,54,50
Kellyfe,23,G,L,54,50
Kellyfe,24,G,N,54,50
Kellyfe,25,G,N,54,50
Kellyfe,26,O,N,54,50
Kellyfe,27,BR,L,54,50
Kellyfe,28,G,C,54,50
Kellyfe,29,BR,L,54,50
Kellyfe,30,BR,N,54,50
Kellyfe,31,R,N,54,50
Kellyfe,32,BR,N,54,50
Kellyfe,33,Y,L,54,50
Kellyfe,34,BL,N,54,50
Kellyfe,35,BL,L,54,50
Kellyfe,36,O,N,54,50
Kellyfe,37,G,N,54,50
Kellyfe,38,O,L,54,50
Kellyfe,39,O,C,54,50
Kellyfe,40,BL,C,54,50
Kellyfe,41,R,M,54,50
Kellyfe,42,G,N,54,50
Kellyfe,43,O,N,54,50
Kellyfe,44,R,N,54,50
Kellyfe,45,O,M,54,50
Kellyfe,46,G,N,54,50
Kellyfe,47,R,N,54,50
Kellyfe,48,O,N,54,50
Kellyfe,49,R,N,54,50
Kellyfe,50,BL,N,54,50
Kellyfe,51,BL,N,54,50
Kellyfe,52,R,N,54,50
Kellyfe,53,R,N,54,50
Kellyfe,54,BR,N,54,50
campbens,1,Y,N,55,49
campbens,2,O,N,55,49
campbens,3,O,N,55,49
campbens,4,BL,C,55,49
campbens,5,R,M,55,49
campbens,6,O,N,55,49
campbens,7,O,N,55,49
campbens,8,O,M,55,49
campbens,9,BL,N,55,49
campbens,10,BL,N,55,49
campbens,11,O,N,55,49
campbens,12,G,N,55,49
campbens,13,BR,N,55,49
campbens,14,BL,N,55,49
campbens,15,Y,C,55,49
campbens,16,G,M,55,49
campbens,17,BR,N,55,49
campbens,18,G,N,55,49
campbens,19,G,N,55,49
campbens,20,Y,M,55,49
campbens,21,G,N,55,49
campbens,22,BL,M,55,49
campbens,23,G,N,55,49
campbens,24,O,N,55,49
campbens,25,G,N,55,49
campbens,26,Y,N,55,49
campbens,27,O,N,55,49
campbens,28,O,N,55,49
campbens,29,O,N,55,49
campbens,30,O,N,55,49
campbens,31,G,N,55,49
campbens,32,BL,N,55,49
campbens,33,G,M,55,49
campbens,34,BR,N,55,49
campbens,35,BL,N,55,49
campbens,36,Y,N,55,49
campbens,37,O,N,55,49
campbens,38,G,N,55,49
campbens,39,O,C,55,49
campbens,40,G,N,55,49
campbens,41,BL,N,55,49
campbens,42,O,N,55,49
campbens,43,O,N,55,49
campbens,44,G,C,55,49
campbens,45,G,N,55,49
campbens,46,O,N,55,49
campbens,47,O,N,55,49
campbens,48,Y,N,55,49
campbens,49,O,N,55,49
campbens,50,Y,N,55,49
campbens,51,O,N,55,49
campbens,52,O,N,55,49
campbens,53,G,N,55,49
campbens,54,R,N,55,49
campbens,55,R,N,55,49
colli2pl,1,Y,C,53,49
colli2pl,2,BL,L,53,49
colli2pl,3,O,N,53,49
colli2pl,4,R,N,53,49
colli2pl,5,BR,N,53,49
colli2pl,6,O,N,53,49
colli2pl,7,Y,N,53,49
colli2pl,8,R,N,53,49
colli2pl,9,G,L,53,49
colli2pl,10,BL,N,53,49
colli2pl,11,O,L,53,49
colli2pl,12,O,N,53,49
colli2pl,13,R,N,53,49
colli2pl,14,Y,N,53,49
colli2pl,15,G,N,53,49
colli2pl,16,G,N,53,49
colli2pl,17,R,N,53,49
colli2pl,18,BL,L,53,49
colli2pl,19,G,N,53,49
colli2pl,20,Y,L,53,49
colli2pl,21,G,N,53,49
colli2pl,22,G,L,53,49
colli2pl,23,O,N,53,49
colli2pl,24,G,L,53,49
colli2pl,25,BL,N,53,49
colli2pl,26,R,L,53,49
colli2pl,27,G,L,53,49
colli2pl,28,BL,N,53,49
colli2pl,29,O,N,53,49
colli2pl,30,R,L,53,49
colli2pl,31,BR,L,53,49
colli2pl,32,G,N,53,49
colli2pl,33,Y,N,53,49
colli2pl,34,R,N,53,49
colli2pl,35,O,N,53,49
colli2pl,36,G,N,53,49
colli2pl,37,Y,N,53,49
colli2pl,38,G,N,53,49
colli2pl,39,Y,N,53,49
colli2pl,40,BL,N,53,49
colli2pl,41,BL,L,53,49
colli2pl,42,BL,N,53,49
colli2pl,43,BL,L,53,49
colli2pl,44,Y,N,53,49
colli2pl,45,G,N,53,49
colli2pl,46,Y,N,53,49
colli2pl,47,R,N,53,49
colli2pl,48,Y,L,53,49
colli2pl,49,BL,N,53,49
colli2pl,50,G,N,53,49
colli2pl,51,BL,N,53,49
colli2pl,52,G,N,53,49
colli2pl,53,G,N,53,49
garnerbp,1,G,N,54,48
garnerbp,2,G,N,54,48
garnerbp,3,G,N,54,48
garnerbp,4,BR,N,54,48
garnerbp,5,BL,N,54,48
garnerbp,6,Y,C,54,48
garnerbp,7,BR,L,54,48
garnerbp,8,BL,N,54,48
garnerbp,9,G,N,54,48
garnerbp,10,G,N,54,48
garnerbp,11,R,N,54,48
garnerbp,12,R,N,54,48
garnerbp,13,G,L,54,48
garnerbp,14,G,L,54,48
garnerbp,15,R,N,54,48
garnerbp,16,R,N,54,48
garnerbp,17,BR,N,54,48
garnerbp,18,Y,N,54,48
garnerbp,19,O,L,54,48
garnerbp,20,R,N,54,48
garnerbp,21,R,N,54,48
garnerbp,22,R,N,54,48
garnerbp,23,O,N,54,48
garnerbp,24,BR,N,54,48
garnerbp,25,O,N,54,48
garnerbp,26,G,N,54,48
garnerbp,27,BR,N,54,48
garnerbp,28,R,N,54,48
garnerbp,29,O,L,54,48
garnerbp,30,R,L,54,48
garnerbp,31,Y,N,54,48
garnerbp,32,G,N,54,48
garnerbp,33,BL,L,54,48
garnerbp,34,Y,C,54,48
garnerbp,35,O,C,54,48
garnerbp,36,Y,N,54,48
garnerbp,37,BR,L,54,48
garnerbp,38,G,N,54,48
garnerbp,39,R,L,54,48
garnerbp,40,R,N,54,48
garnerbp,41,O,N,54,48
garnerbp,42,G,N,54,48
garnerbp,43,BR,C,54,48
garnerbp,44,G,N,54,48
garnerbp,45,R,N,54,48
garnerbp,46,G,N,54,48
garnerbp,47,G,N,54,48
garnerbp,48,Y,N,54,48
garnerbp,49,G,L,54,48
garnerbp,50,BL,N,54,48
garnerbp,51,BR,N,54,48
garnerbp,52,O,N,54,48
garnerbp,53,G,L,54,48
garnerbp,54,O,N,54,48
heshmarr,1,R,N,54,50.3
heshmarr,2,R,N,54,50.3
heshmarr,3,R,N,54,50.3
heshmarr,4,R,N,54,50.3
heshmarr,5,R,C,54,50.3
heshmarr,6,R,N,54,50.3
heshmarr,7,R,N,54,50.3
heshmarr,8,Y,M,54,50.3
heshmarr,9,Y,L,54,50.3
heshmarr,10,Y,N,54,50.3
heshmarr,11,Y,N,54,50.3
heshmarr,12,Y,N,54,50.3
heshmarr,13,Y,N,54,50.3
heshmarr,14,Y,N,54,50.3
heshmarr,15,G,N,54,50.3
heshmarr,16,G,L,54,50.3
heshmarr,17,G,N,54,50.3
heshmarr,18,G,C,54,50.3
heshmarr,19,G,C,54,50.3
heshmarr,20,G,L,54,50.3
heshmarr,21,G,M,54,50.3
heshmarr,22,G,N,54,50.3
heshmarr,23,G,N,54,50.3
heshmarr,24,G,N,54,50.3
heshmarr,25,G,N,54,50.3
heshmarr,26,G,N,54,50.3
heshmarr,27,G,C,54,50.3
heshmarr,28,O,L,54,50.3
heshmarr,29,O,L,54,50.3
heshmarr,30,O,N,54,50.3
heshmarr,31,O,N,54,50.3
heshmarr,32,O,N,54,50.3
heshmarr,33,O,C,54,50.3
heshmarr,34,O,L,54,50.3
heshmarr,35,O,N,54,50.3
heshmarr,36,BL,N,54,50.3
heshmarr,37,BL,M,54,50.3
heshmarr,38,BL,L,54,50.3
heshmarr,39,BL,N,54,50.3
heshmarr,40,BL,N,54,50.3
heshmarr,41,BL,N,54,50.3
heshmarr,42,BL,N,54,50.3
heshmarr,43,BL,N,54,50.3
heshmarr,44,BL,N,54,50.3
heshmarr,45,BL,N,54,50.3
heshmarr,46,BL,M,54,50.3
heshmarr,47,BL,M,54,50.3
heshmarr,48,BL,C,54,50.3
heshmarr,49,BL,N,54,50.3
heshmarr,50,BR,N,54,50.3
heshmarr,51,BR,L,54,50.3
heshmarr,52,BR,N,54,50.3
heshmarr,53,BR,L,54,50.3
heshmarr,54,BR,C,54,50.3
golandtn,1,R,N,55,50
golandtn,2,R,N,55,50
golandtn,3,R,N,55,50
golandtn,4,R,N,55,50
golandtn,5,R,N,55,50
golandtn,6,R,N,55,50
golandtn,7,R,N,55,50
golandtn,8,R,C,55,50
golandtn,9,R,C,55,50
golandtn,10,R,N,55,50
golandtn,11,R,L,55,50
golandtn,12,R,N,55,50
golandtn,13,R,N,55,50
golandtn,14,R,N,55,50
golandtn,15,R,N,55,50
golandtn,16,R,N,55,50
golandtn,17,Y,L,55,50
golandtn,18,Y,L,55,50
golandtn,19,Y,N,55,50
golandtn,20,Y,N,55,50
golandtn,21,Y,N,55,50
golandtn,22,G,N,55,50
golandtn,23,G,N,55,50
golandtn,24,G,N,55,50
golandtn,25,G,N,55,50
golandtn,26,G,L,55,50
golandtn,27,G,N,55,50
golandtn,28,G,N,55,50
golandtn,29,G,N,55,50
golandtn,30,BL,L,55,50
golandtn,31,BL,N,55,50
golandtn,32,BL,L,55,50
golandtn,33,BL,N,55,50
golandtn,34,BL,L,55,50
golandtn,35,BL,N,55,50
golandtn,36,BL,N,55,50
golandtn,37,BL,N,55,50
golandtn,38,BL,N,55,50
golandtn,39,BL,N,55,50
golandtn,40,BL,N,55,50
golandtn,41,O,L,55,50
golandtn,42,O,L,55,50
golandtn,43,O,L,55,50
golandtn,44,O,L,55,50
golandtn,45,O,L,55,50
golandtn,46,O,L,55,50
golandtn,47,O,N,55,50
golandtn,48,O,N,55,50
golandtn,49,O,N,55,50
golandtn,50,BR,M,55,50
golandtn,51,BR,N,55,50
golandtn,52,BR,N,55,50
golandtn,53,BR,C,55,50
golandtn,54,BR,N,55,50
golandtn,55,BR,L,55,50
